Index,Room Number,Room Name,Room Unique ID,Polygon Points,Touching Wall Unique IDs,Area,Centroid,Level,Degree Centrality,Closeness Centrality,Betweenness Centrality,PageRank,Clustering,Core Number,Program Amplifier,Initial Circulation Index,Circulation Index,Occupancy,Isovist Area,Perimeter,Compactness,Circularity,Convex Deficiency,Occlusivity,Skewness,Dispersion,Elongation,Incident Radiation,Sunlight Hours,Daylight Factor,Standard Effective Temperature,Predicted Mean Vote,Comfort Acceptance,Subject Condition
10,HP-EL-1,ELEVATOR,01dcde21-cacf-4769-a509-88c3cf060c87-004ac8e8,"[(5873.5610484686003, 1585.049896763823), (5873.5610484686003, 1593.466563374461), (5862.7277151352664, 1593.466563374461), (5862.7277151352664, 1585.2926658810231), (5862.7277151352664, 1585.049896763823)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c98a', 'e0148dc5-da50-4ef1-929f-7b52d0e2270d-01080393', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1537', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1537']",91.18055495,"(5868.1443817984837, 1589.2582300681133)",1,0.004792332,0.019169329,3.99E-05,0.001293711,0.666666667,3,5,0.371725721,0.557588582,36,190.027502,65.738062,0.552577,0.852991,0.847341,11.767552,-133.574375,-973.506415,0.603654,0,0,0,30.23493867,0.106939096,0.120074553,0.029500948
11,HP1200A,VESTIBULE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004acce5,"[(5817.2172984685913, 1510.1332300691461), (5817.2172984685913, 1507.9665634024796), (5815.0506318019252, 1507.9665634024796), (5815.0506318019252, 1509.3832300971562), (5814.4751109685922, 1509.3832300971562), (5807.915215135261, 1509.3832300971562), (5807.915215135261, 1497.7373967638237), (5814.6547985229645, 1497.7373967638237), (5814.6547985229645, 1500.7373967638237), (5817.4464651896324, 1500.7373967638237), (5817.4464651896324, 1508.2426050691463), (5817.4985485229645, 1508.2426050691463), (5817.4985485229645, 1510.1332300691461)]","['bc9957f6-f8e0-4dc5-a312-ec40c34f0168-00e5bfc5', 'bc9957f6-f8e0-4dc5-a312-ec40c34f0168-00e5bfc5', 'e2b1666c-928c-4f3a-832e-7eda99205d2a-012d09bc', '77ae5268-a957-483b-a1ee-2062ba5e5aa4-00e496a5', 'ac897dd5-4ebf-4f31-a4f6-b38348b809d8-014f80ba', 'ac897dd5-4ebf-4f31-a4f6-b38348b809d8-014f80c8', '5ed42088-aefe-4a48-82b1-a33d18853d71-00c38fe9', 'a1031554-a74d-41cb-a216-62fc86a34c5f-0117e8ee']",99.82525017,"(5812.3046833531444, 1503.781949889199)",1,0.004792332,0.017321683,0,0.001339603,1,3,5,0.404690724,0.404690724,33,9.839958,14.183222,0.614686,0.971989,0.880176,1.337242,7.794907,-85.940195,0.601913,0,0,0,30.2349621,0.107041153,0.120014207,0.029534107
12,HP1200B,VESTIBULE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004acce8,"[(5817.2172984685913, 1536.1332300691461), (5817.2172984685913, 1533.9665634304897), (5817.4985485229645, 1533.9665634304897), (5817.4985485229645, 1535.8571884024793), (5817.4464651896324, 1535.8571884024793), (5817.4464651896324, 1543.3623967631179), (5814.6547985229654, 1543.3623967631179), (5814.6547985229654, 1546.3623967631177), (5807.915215135261, 1546.3623967631177), (5807.915215135261, 1534.7492360082524), (5807.920448968056, 1534.7492360082524), (5814.7719859685922, 1534.7492360082524), (5815.0506318019252, 1534.7492360082524), (5815.0506318019252, 1536.1332300691461)]","['a1031554-a74d-41cb-a216-62fc86a34c5f-0117e8ee', '376f43b0-64f8-4683-ba8d-a50c145e5280-00989b2a', 'ac897dd5-4ebf-4f31-a4f6-b38348b809d8-014f81ed', 'ac897dd5-4ebf-4f31-a4f6-b38348b809d8-014f81ec', '77ae5268-a957-483b-a1ee-2062ba5e5aa4-00e496a4', 'bc9957f6-f8e0-4dc5-a312-ec40c34f0168-00e5bfba', 'bc9957f6-f8e0-4dc5-a312-ec40c34f0168-00e5c00a', 'bc9957f6-f8e0-4dc5-a312-ec40c34f0168-00e5c00a', 'bc9957f6-f8e0-4dc5-a312-ec40c34f0168-00e5c00a']",99.59211783,"(5812.3066070293899, 1540.33091728263)",1,0.004792332,0.017321683,0,0.001339603,1,3,5,0.404690724,0.404690724,33,9.835107,14.307456,0.60376,0.968298,0.872691,1.281965,11.41486,-82.226654,0.553195,0,0,0,30.23494312,0.107084588,0.120002455,0.029580652
13,HP1012A,SHOWER,5f3a2586-1d2a-4161-9c22-89dcdffbc356-004af9e4,"[(5836.1808401352591, 1580.5811467638323), (5836.1808401352591, 1589.581143193843), (5836.1032237462186, 1589.581143193843), (5836.1032237462186, 1592.6228134304972), (5833.0198904128865, 1592.6228134304972), (5833.0198904128865, 1589.581143193843), (5831.1707489894288, 1589.581143193843), (5831.1707489894288, 1580.5811467638323), (5833.1497710181338, 1580.5811467638323)]","['a7da13da-ea02-4b23-8b6f-a43d78c7d0a8-00acfeb2', '90e15160-c3b7-4a14-a1ad-21234505fbd5-01038640', 'fb563d0c-5802-4dee-9d58-edbf3d0dd788-012e817d', '90e15160-c3b7-4a14-a1ad-21234505fbd5-01038641', 'a7da13da-ea02-4b23-8b6f-a43d78c7d0a8-00ad045b', 'a7da13da-ea02-4b23-8b6f-a43d78c7d0a8-00ad0452', 'ed3d6a22-863e-4aea-b88d-3ea4f724634a-00d75287', 'ed3d6a22-863e-4aea-b88d-3ea4f724634a-00d75287']",54.46928566,"(5833.8283045435246, 1586.1178078243713)",1,0.006389776,0.01423465,0,0.001625748,1,4,0,0.504450035,0.504450035,18,5.059027,10.345227,0.594014,0.843532,0.949876,0.164494,5.113891,-151.877859,0.560291,0,0,0,30.23498477,0.107043096,0.119922459,0.029659307
14,HP0013,MAIN ELECTRICAL,ff2510ce-33d4-4edc-99ca-3d27bca6f364-005558e8,"[(5961.2172984685913, 1484.1332300854763), (5961.2172984685913, 1481.9665634188098), (5959.0506318019252, 1481.9665634188098), (5959.0506318019252, 1483.7478134188095), (5950.7589652475872, 1483.7478134188095), (5950.7589652475872, 1488.81031341881), (5925.0922984686013, 1488.81031341881), (5925.0922984686013, 1476.6436467722103), (5925.1079489680633, 1476.6436467722103), (5933.5818818019352, 1476.6436467722103), (5933.5818818019352, 1441.9769801055443), (5925.3026318019356, 1441.9769801055443), (5925.1027151352682, 1441.9769801055443), (5925.1027151352682, 1420.7061469026555), (5961.9777152475872, 1420.7061469026553), (5961.9777152475872, 1489.5603134188098), (5961.6547984685913, 1489.5603134188098), (5961.6547984685913, 1488.81031341881), (5958.5089652475881, 1488.81031341881), (5951.1443819142532, 1488.81031341881), (5951.1443819142532, 1484.133230085476), (5959.0506318019252, 1484.1332300854763)]","['4739b636-f6ef-4b51-a75a-752ce8257c29-0107af3e', '4739b636-f6ef-4b51-a75a-752ce8257c29-0107af76', '470d7d4b-ede5-4327-9478-12c9346ba111-009a28eb', '961b2e1b-29c8-4dac-bd4f-a6ca4313a9bd-00d1211c', 'e0feff97-b12f-46e2-922d-cf3e3980248f-010772ff', 'e0feff97-b12f-46e2-922d-cf3e3980248f-010772ff', 'e0feff97-b12f-46e2-922d-cf3e3980248f-010772e8', 'e0feff97-b12f-46e2-922d-cf3e3980248f-010772c1', 'e0feff97-b12f-46e2-922d-cf3e3980248f-010772c1', 'e0feff97-b12f-46e2-922d-cf3e3980248f-0107733f', 'f322f0f7-0cc2-471c-bf48-b982c4fcadeb-0140472d', 'f322f0f7-0cc2-471c-bf48-b982c4fcadeb-01404658', 'f322f0f7-0cc2-471c-bf48-b982c4fcadeb-014045e4', '470d7d4b-ede5-4327-9478-12c9346ba111-009a28eb', '470d7d4b-ede5-4327-9478-12c9346ba111-009a28eb', '4739b636-f6ef-4b51-a75a-752ce8257c29-0107af76', '4739b636-f6ef-4b51-a75a-752ce8257c29-0107af3e']",2208.07281,"(5945.3734476608888, 1454.0293512796268)",1,0.006389776,0.017971246,7.92E-05,0.001869766,0.333333333,2,0,0.238595331,0.238595331,736,214.049619,190.038769,0.07448,0.659823,0.294581,111.202291,105229.44,-1358.536537,0.19157,0,0,0,30.23493884,0.106923278,0.119544892,0.029504405
15,HP0011,EMERG ELEC,ff2510ce-33d4-4edc-99ca-3d27bca6f364-00555a16,"[(5950.5245902475872, 1489.81031341881), (5950.5245902475872, 1505.6436467521419), (5928.6340795285414, 1505.6436467521419), (5928.6340795285414, 1506.0082300854751), (5925.1235484685913, 1506.0082300854751), (5925.1235484685913, 1489.81031341881)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062cb85', '470d7d4b-ede5-4327-9478-12c9346ba111-009a26b1', 'af16bf47-71b4-45b9-a91a-e32e7f405024-00aad860', '6dffb59e-f495-4819-a59b-124edf4023c9-0075e3d7', '470d7d4b-ede5-4327-9478-12c9346ba111-009a28eb']",403.4630426,"(5937.789348391917, 1497.7526719146624)",1,0.003194888,0.017532923,0,0.000974485,1,2,0,0.304340459,0.304340459,134,25.2845795,43.13403,0.4719095,0.896707,0.8386205,9.2443155,1088.001683,-206.4399805,0.4442305,0,0,0,30.23493884,0.106923278,0.119544892,0.029504405
16,HP0012,MAIN FIRE PUMP,ff2510ce-33d4-4edc-99ca-3d27bca6f364-00555bc8,"[(5959.1756319142551, 1502.2061467638225), (5959.1756319142551, 1490.8936467521432), (5961.6547984685913, 1490.8936467521432), (5962.6443819142542, 1490.893646752143), (5986.1339650876262, 1490.893646752143), (5986.1339650876262, 1502.5603134304895), (5986.1287312548311, 1502.5603134304895), (5962.6443819142542, 1502.5603134304895), (5962.6443819142542, 1502.2061467638225)]","['bae16a37-5180-45d6-a140-ed32cb38b8fb-0108341d', 'f322f0f7-0cc2-471c-bf48-b982c4fcadeb-014045e4', 'f322f0f7-0cc2-471c-bf48-b982c4fcadeb-014045e4', '3dad4566-0386-4393-9ae3-70a3d28daa9f-0140e89e', 'd5edd12b-faa9-47e6-b610-fe8d8ddd5bc0-0108397e', 'd5edd12b-faa9-47e6-b610-fe8d8ddd5bc0-01083ac1', 'd5edd12b-faa9-47e6-b610-fe8d8ddd5bc0-01083ac1', 'f322f0f7-0cc2-471c-bf48-b982c4fcadeb-014044fb']",313.2853717,"(5972.7008544603286, 1496.7047997006978)",1,0.003194888,0.013436446,2.56E-06,0.001093104,0,2,0,0.2035454,0.2035454,104,25.2845795,43.13403,0.4719095,0.896707,0.8386205,9.2443155,1088.001683,-206.4399805,0.4442305,0,0,0,30.23493884,0.106923278,0.119544892,0.029504405
17,HP-EL-2,ELEVATOR,60690624-7c29-4099-9d41-4a3a5837f222-005ec0bb,"[(5873.5610484686003, 1577.6332300411282), (5873.5610484686003, 1585.049896763823), (5862.7277151352664, 1585.049896763823), (5862.7277151352664, 1577.6332300411282), (5867.5766734685922, 1577.6332300411282)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c98a', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1537', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1668', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1668']",80.34722283,"(5868.1443818462285, 1581.3415634144642)",1,0.006389776,0.019428374,5.42E-05,0.00163509,0.5,3,5,0.355501488,0.533252232,32,15.932513,16.199084,0.76298,0.821261,1,0.21882,319.73645,-267.594101,0.483436,0,0,0,30.23497673,0.106989941,0.119917525,0.029512611
18,HP-C10A,CORRIDOR,1e4239ea-71ba-4d38-bb37-8676d53ceac4-0069b44a,"[(5853.7589651097287, 1573.0603134024716), (5853.3527151097287, 1573.0603134024716), (5853.3527151097287, 1574.1019800971646), (5840.7591460181338, 1574.1019800971646), (5840.7591460181338, 1573.0603134024716), (5840.3528960181338, 1573.0603134024716), (5840.3528960181338, 1574.3051050971646), (5840.3528960181338, 1580.1748967638323), (5836.3839651352591, 1580.1748967638323), (5833.3528960181338, 1580.1748967638323), (5833.3528960181338, 1572.8832300691381), (5820.0613296083293, 1572.8832300691381), (5819.5610484685913, 1572.8832300691381), (5819.5610484685913, 1574.2998967358049), (5814.8735484685913, 1574.2998967358049), (5814.8735484685913, 1573.0863550691381), (5814.8735484685913, 1566.3571884024716), (5820.0561656561003, 1566.3571884024716), (5820.0561656561003, 1566.3415634024714), (5861.4881318019334, 1566.3415634024711), (5861.4881318019334, 1576.6332300411282), (5861.4881318019334, 1585.0374575476899), (5853.7589651097287, 1585.0374575476899), (5853.7589651097287, 1581.5967717638318), (5853.7589651097287, 1574.3051050971646)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c98f', '90e15160-c3b7-4a14-a1ad-21234505fbd5-0103889a', '38003318-ed37-49df-8cec-8071e099fd5d-00dde2a7', '38003318-ed37-49df-8cec-8071e099fd5d-00dde2a7', '38003318-ed37-49df-8cec-8071e099fd5d-00dde2a7', 'ed3d6a22-863e-4aea-b88d-3ea4f724634a-00d75287', 'ed3d6a22-863e-4aea-b88d-3ea4f724634a-00d75287', '38003318-ed37-49df-8cec-8071e099fd5d-00dde378', '90e15160-c3b7-4a14-a1ad-21234505fbd5-01038948', '90e15160-c3b7-4a14-a1ad-21234505fbd5-01038948', '682fcb6a-f726-4591-b2e0-0d30135cb95c-00dde008', '4ce468dd-ac71-4a55-95f2-5bb1fd8d8b69-00ddd975', '0bab81fd-76b9-454b-84c1-6d33eb4ed040-011f557c', 'e3a6bffc-44b1-42e3-8abb-342fbdd02eb8-00e44f72', 'ebcfbb66-a3fa-474c-9f09-2a9530543e8a-012e894c', '72771886-817c-4a66-98b0-a981f3067322-00aab247', 'caa9e4ca-4acb-4648-8d08-c1045eb2f76e-00a8df37', '540be934-1850-4782-be5e-07938eb64491-015323fc', '02c5347d-e9ac-4767-95cd-97e2f19418eb-00c7dd3c', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c98f', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c98f', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c98f']",471.9727225,"(5841.9070500274065, 1572.4047832889869)",1,0.011182109,0.019169329,0.000648009,0.002771593,0.285714286,4,5,0.435325637,0.652988455,188,30.903031,34.167223,0.332653,0.586629,0.871826,8.258544,4003.531734,-545.029825,0.28655,0,0,0,30.23493477,0.106902191,0.119982452,0.029481154
19,HP0021,ATTIC STOCK,daf4cc29-8748-463b-9ed0-988770a8d426-00753e7d,"[(5875.2693817763957, 1507.4665634304895), (5874.5506318019261, 1507.4665634304895), (5874.5506318019261, 1510.633230097156), (5875.2693817763957, 1510.633230097156), (5875.2693817763957, 1518.2142000075569), (5874.2902151097296, 1518.2142000075573), (5852.3006317763957, 1518.2142000075573), (5852.3006317763957, 1504.2662833408906), (5875.2693817763957, 1504.2662833408906)]","['a5c07732-b2a9-4068-9b1e-9376de097cce-007f8fc2', '64b23b31-573d-4279-b518-a7bcff86efda-016cd248', 'daf4cc29-8748-463b-9ed0-988770a8d426-007539f6', 'd668c1a0-f0a1-4a37-9141-bf0d7580a78e-010833b2', '02c5347d-e9ac-4767-95cd-97e2f19418eb-00c7de0a', 'a5c07732-b2a9-4068-9b1e-9376de097cce-007f8fc2']",318.0901694,"(5863.7054036800846, 1511.2559143250751)",1,0.00798722,0.017971246,6.82E-06,0.001863486,0.7,4,0,0.475565754,0.475565754,106,33.648099,152.170317,0.01826,0.706033,0.046201,68.240379,100527.3758,-288.67792,0.078569,0,0,0,30.23493884,0.106923278,0.119544892,0.029504405
20,HP0029,MDF,daf4cc29-8748-463b-9ed0-988770a8d426-00753e80,"[(5874.6443818019252, 1564.5915634304893), (5865.8891734430617, 1564.5915634304893), (5861.6912568019334, 1564.5915634304893), (5852.3006317763957, 1564.5915634304895), (5852.3006317763957, 1552.0267000075573), (5863.1443562769346, 1552.0267000075573), (5863.1495901097269, 1552.0267000075573), (5863.5037567763966, 1552.0267000075573), (5875.2693817763957, 1552.0267000075573), (5875.2693817763957, 1558.9665634024796), (5875.0506318019252, 1558.9665634024796), (5875.0506318019252, 1561.1332300691461), (5875.2693817763957, 1561.1332300691461), (5875.2693817763957, 1564.591563430489)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8f5', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8f5', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8f5', 'd668c1a0-f0a1-4a37-9141-bf0d7580a78e-010833b2', '26787f4f-9729-4afd-96ac-a945b1bff3a5-00adddc5', '26787f4f-9729-4afd-96ac-a945b1bff3a5-00adddc5', 'e94c07fd-f379-43dc-a38b-22375bac560c-0166b38d', 'a464efa7-7cb8-4bcf-8950-765a1b688e69-013d9434', 'a464efa7-7cb8-4bcf-8950-765a1b688e69-013d9434', '5924e393-23cd-4dc4-8af6-27d1d15f2ed2-0167d4b6']",288.1252485,"(5863.7662952195196, 1558.3062682106101)",1,0.009584665,0.021783328,0.0001082,0.002175513,0.6,4,0,0.466730341,0.466730341,96,31.670064,85.666269,0.05423,0.682319,0.246695,33.78659,67800.56938,-267.316078,0.074933,0,0,0,30.23493884,0.106923278,0.119544892,0.029504405
21,HP0027,MAINT STAFF OFFICE,daf4cc29-8748-463b-9ed0-988770a8d426-00753e83,"[(5852.3006317763957, 1535.351980097156), (5863.1495901097314, 1535.351980097156), (5863.1495901097314, 1545.8547995080958), (5863.1495901097314, 1545.8704500075576), (5863.1495901097296, 1546.2142000075573), (5863.1495901097296, 1551.4225333408908), (5852.3006317763957, 1551.4225333408908)]","['a5c07732-b2a9-4068-9b1e-9376de097cce-007f8ff8', 'e94c07fd-f379-43dc-a38b-22375bac560c-0166b37f', 'e94c07fd-f379-43dc-a38b-22375bac560c-0166b37f', 'a464efa7-7cb8-4bcf-8950-765a1b688e69-013d939c', '26787f4f-9729-4afd-96ac-a945b1bff3a5-00adddc5', 'd668c1a0-f0a1-4a37-9141-bf0d7580a78e-010833b2']",174.3487625,"(5857.7251109574163, 1543.3872567228627)",1,0.00798722,0.017971246,3.41E-06,0.001860734,0.8,4,3,0.485564522,0.631233879,43,294.630229,143.957699,0.178656,0.533244,0.37443,65.521586,293684.8032,-1593.464079,0.20205,0,0,0,30.23493884,0.106923278,0.119544892,0.029504405
22,HP0014,MAINTENANCE SHOP,c8c59508-fbc4-421f-8f17-658645ecbfc6-00a8c8d2,"[(5925.1027151352682, 1442.5811467722108), (5932.9777151352691, 1442.5811467722108), (5932.9777151352691, 1476.0394801055438), (5925.1027151352682, 1476.0394801055438)]","['e0feff97-b12f-46e2-922d-cf3e3980248f-010772c1', 'e0feff97-b12f-46e2-922d-cf3e3980248f-010772e8', 'e0feff97-b12f-46e2-922d-cf3e3980248f-010772ff', 'e0feff97-b12f-46e2-922d-cf3e3980248f-01077379']",263.484375,"(5929.0402151356366, 1459.310313438888)",1,0.003194888,0.017532923,0,0.000974485,1,2,0,0.304340459,0.304340459,87,25.2845795,43.13403,0.4719095,0.896707,0.8386205,9.2443155,1088.001683,-206.4399805,0.4442305,0,0,0,30.23493884,0.106923278,0.119544892,0.029504405
23,HP1010,FURN STOR,574ed27a-250f-40d2-b3a1-f80dfd90834f-00aabe8e,"[(5801.6990693563048, 1593.2998967077945), (5799.7172984685922, 1593.2998967077945), (5799.7172984685922, 1577.2269800971656), (5807.258965135261, 1577.2269800971656), (5807.258965135261, 1578.9665634304974), (5814.4620646357971, 1578.9665634304974), (5814.4672984685913, 1578.9665634304974), (5814.6600068019252, 1578.9665634304974), (5818.5091460181338, 1578.9665634304974), (5818.5091460181338, 1581.9040634304981), (5818.5091460181338, 1590.081143193843), (5817.6133126848008, 1590.081143193843), (5817.6133126848008, 1593.2998967077945), (5814.5299793514678, 1593.2998967077945), (5814.5299793514678, 1590.081143193843), (5814.4466460181338, 1590.081143193843), (5814.4466460181338, 1593.2998967077945), (5801.7824026896387, 1593.2998967077945), (5801.7824026896387, 1581.6339098051508), (5801.6990693563048, 1581.6339098051508)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c98d', '2cb6dab3-7a08-465f-9adf-6c97f6be1b6c-00cedd6a', 'e3a6bffc-44b1-42e3-8abb-342fbdd02eb8-00e44fda', '38003318-ed37-49df-8cec-8071e099fd5d-00dde5df', 'ed3d6a22-863e-4aea-b88d-3ea4f724634a-00d75270', 'ed3d6a22-863e-4aea-b88d-3ea4f724634a-00d75270', '0bab81fd-76b9-454b-84c1-6d33eb4ed040-011f551c', 'b54c2291-9414-4d70-9100-9b10db36436a-010fe084', 'b54c2291-9414-4d70-9100-9b10db36436a-010fe084', '2eb80f70-06a0-495e-8f0b-90de3740f1ff-00bf6b87', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c98d', '2eb80f70-06a0-495e-8f0b-90de3740f1ff-00bf6b38', '2eb80f70-06a0-495e-8f0b-90de3740f1ff-00bf6b38', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c98d', '2eb80f70-06a0-495e-8f0b-90de3740f1ff-00bf6781', '2eb80f70-06a0-495e-8f0b-90de3740f1ff-00bf6781']",278.3453097,"(5808.7759672804805, 1585.6868614491366)",1,0.003194888,0.015459136,9.01E-05,0.001078366,0,2,0,0.203964498,0.203964498,92,3.330695,7.344941,0.775833,0.95553,1,0.089675,-1.599469,-60.411242,0.686421,0,0,0,30.23493884,0.106923278,0.119544892,0.029504405
24,HP0015,EQUIPMENT,c4042131-e75f-438f-814e-9ba0efb2a4d6-00ab5981,"[(5852.3006317763966, 1503.5579500075571), (5852.3006317763966, 1478.3832303422826), (5867.467298468594, 1478.3832303422826), (5867.467298468594, 1477.716563675616), (5877.6027151097296, 1477.716563675616), (5877.6027151097296, 1504.6436467521419), (5875.9777151097296, 1504.6436467521419), (5875.9777151097296, 1503.5579500075571), (5864.5037567763966, 1503.5579500075571)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c91a', '3d9ae657-a87c-4103-b2c7-eeb7ec4178f7-0167d813', 'a5c07732-b2a9-4068-9b1e-9376de097cce-007f8fc2', '02c5347d-e9ac-4767-95cd-97e2f19418eb-00c7de0a', '02c5347d-e9ac-4767-95cd-97e2f19418eb-00c7de0a']",645.4940565,"(5865.063411724158, 1490.8712254479351)",1,0.004792332,0.019169329,1.36E-05,0.001220766,0.666666667,3,0,0.371705872,0.371705872,215,10.244136,13.011239,0.76041,0.982975,0.976356,0.449962,3.220634,-66.861724,0.719875,0,0,0,30.23493884,0.106923278,0.119544892,0.029504405
25,HP0023,HK STORAGE,26787f4f-9729-4afd-96ac-a945b1bff3a5-00addd83,"[(5875.2693817763957, 1533.633230097156), (5874.3839651352582, 1533.633230097156), (5874.3839651352582, 1534.7478134304895), (5863.4516734430645, 1534.7478134304895), (5852.3006317763957, 1534.7478134304895), (5852.3006317763957, 1518.8183666742239), (5873.9360484430626, 1518.8183666742239), (5873.9360484430626, 1522.2350333408904), (5875.2693817763957, 1522.2350333408904)]","['a5c07732-b2a9-4068-9b1e-9376de097cce-007f8ff8', 'a5c07732-b2a9-4068-9b1e-9376de097cce-007f8ff8', 'd668c1a0-f0a1-4a37-9141-bf0d7580a78e-010833b2', 'daf4cc29-8748-463b-9ed0-988770a8d426-007539f6', '64b23b31-573d-4279-b518-a7bcff86efda-016cd157', '64b23b31-573d-4279-b518-a7bcff86efda-016cd169', '64b23b31-573d-4279-b518-a7bcff86efda-016cd1a5']",360.337054,"(5863.6180037827326, 1526.8418993134869)",1,0.00798722,0.017971246,3.41E-06,0.001860734,0.8,4,1,0.485564522,0.534120974,60,4.419834,8.487681,0.770971,0.9569,1,0.063114,2.786696,-72.488273,0.662893,0,0,0,30.23493884,0.106923278,0.119544892,0.029504405
26,HP-ST-100,STAIR,1793b9fb-b174-4ff0-8b99-22be4f8cd621-00b885aa,"[(5861.8943818019334, 1565.9248967638227), (5865.8891734430617, 1565.9248967638227), (5865.8891734430617, 1571.0319083408908), (5867.5766734685922, 1571.0319083408908), (5867.5766734685922, 1576.6332300411282), (5861.8943818019334, 1576.6332300411282), (5861.8943818019334, 1566.1644800691379)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8f5', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1668', 'caa9e4ca-4acb-4648-8d08-c1045eb2f76e-00a8df37', 'caa9e4ca-4acb-4648-8d08-c1045eb2f76e-00a8df37']",52.22979078,"(5864.4059510168609, 1571.7411813987499)",1,0.00798722,0.023568847,0.000584111,0.001896099,0.4,3,5,0.346807255,0.520210883,20,412.281885,92.885678,0.600491,0.252527,0.901344,48.921871,710856.994,-2555.388633,0.170823,0,0,0,30.23505687,0.106890059,0.119997323,0.029591012
27,HP-ST-102,STAIR,1793b9fb-b174-4ff0-8b99-22be4f8cd621-00b88854,"[(5961.2172984685913, 1612.9248967638221), (5961.2172984685913, 1611.7375607941372), (5959.0506318019252, 1611.7375607941372), (5959.0506318019252, 1612.9248967638221), (5958.7170697943493, 1612.9248967638221), (5928.9516734685913, 1612.9248967638221), (5928.9516734685913, 1597.2708107941371), (5928.9516734685913, 1597.0708941274704), (5932.7381318019261, 1597.0708941274704), (5957.8422985809211, 1597.0708941274704), (5957.8422985809211, 1597.2269800971562), (5957.8422985809211, 1610.539480097156), (5961.9777152475872, 1610.539480097156), (5961.9777152475872, 1612.9248967638221)]","['59fc81d5-d308-4a06-a34b-9c4ad412e942-0108310d', '59fc81d5-d308-4a06-a34b-9c4ad412e942-0108310d', '9688f66b-4562-4348-8d4a-db778ff813bd-00d603c3', '9688f66b-4562-4348-8d4a-db778ff813bd-00d603c3', 'e4ff15b1-0f15-4cb9-a744-cf23617afa38-00c45959', 'e4ff15b1-0f15-4cb9-a744-cf23617afa38-00c45959', '8d9f44b4-fa22-49a6-a833-50d961a47ce0-0112b0f7', '8d9f44b4-fa22-49a6-a833-50d961a47ce0-0112b0f7', '2b47f844-699d-4189-905d-4426a81a7ec7-01403970', '2b47f844-699d-4189-905d-4426a81a7ec7-0140392e', '59fc81d5-d308-4a06-a34b-9c4ad412e942-0108310d']",465.3241773,"(5943.6545246719934, 1605.1001172478359)",1,0.001597444,0.017115472,0,0.000577075,0,1,5,0.103857998,0.103857998,155,29.94933,278.452777,0.004854,0.9385,0.033714,161.269769,102135.9748,-398.970551,0.085461,0,0,0,30.23493884,0.106923278,0.119544892,0.029504405
